Temperature (°C),Relative Humidity,UVB Radiation (W/m²),UV Index,UVA Radiation (W/m²),Specific Humidity (g/kg),Relative Humidity (%),Precipitation (mm),Wind Speed (10m) (m/s),"Is Holiday (1=Open, 0=Closed)",Year,Month,Day,Hour,"Weekday (0=Sun, 6=Sat)",Inflation Rate (%),Electric Load (MW),Source
0.5723610893649325,1.1404001082558426,0.6680503011053844,0.34169704422898495,17.509683058370975,20.32568877265669,0.8739704661563666,0.933781032611909,0.28141576365355414,1,2007,3,0,7,2,0.4865700437691058,43058,Real
0.38399391534275623,1.0082026331759468,-0.48182358607525977,0.08233963519972269,13.78723101536042,19.255908586903,0.9334816642393453,0.6631335241039571,0.2676275644795185,1,2008,2,17,22,3,0.4433258155667684,9945,Real
0.6104674070855366,0.9217880705587223,-0.25329586154823636,2.9614110012048798,-7.166490903622004,19.602200047269335,0.7873480001244149,0.6158340054286447,0.37091701967809787,1,2008,0,0,28,2,0.37737677978327977,37324,Real
0.4432775993070258,0.7902885276086722,0.6418311548638524,2.8693080284562575,13.124306177859973,19.955598793453948,1.117746541011334,0.9285750635623443,0.20603342550069698,1,2007,4,5,0,6,0.7230345614830073,12572,Real
0.5069545219645405,0.9561358530106672,-0.7833464248303977,0.7600176628397659,5.808240901062757,20.878918173464577,1.1940726007733196,1.41321794094958,0.36853060517387265,1,2007,1,3,11,7,1.127962823093708,25788,Real
0.09968965806586783,0.9493931532669327,-0.504026987632802,-2.387985589653923,-11.624684465270628,21.0504731145579,0.6698648576910735,1.451869150805191,0.22405891148812992,1,2007,1,2,21,5,0.3083272108053865,35196,Real
0.34419424721578296,1.0314908797602949,0.2049696353866658,1.469872211397881,-4.060369110908504,20.160052153828058,1.0187554297965886,1.1447705211423418,0.38655551235468877,1,2007,1,0,7,3,0.9544566278780238,20960,Real
0.12961421701391812,0.9611642978513671,0.9618432733518683,-2.7599898762740045,-1.3427365689242399,20.188014702067495,1.0297241577253262,1.2486501030125818,0.4059186815375988,1,2007,2,0,0,7,0.13788857870292603,36819,Real
-0.05096322670535294,1.0426077278014854,-0.7851979206298081,-2.20788833850072,-31.31698049961309,19.430338840640715,0.9839081590386425,0.6767080917595028,0.18265023880517625,1,2007,1,0,16,8,0.22593074541515168,10996,Real
0.41225918132697636,1.0493664341690925,0.027891177810554165,-1.3275517886566612,2.6139166869013284,18.984777129863982,0.7642987156572175,0.46707942845528594,0.17465025933387415,1,2007,2,2,15,8,1.3985050668052743,34479,Real
0.14985815427682525,0.9456972127055617,0.2595718911106549,-1.7197867311457997,-13.997301605899391,19.50120745621318,0.8141050122598329,0.7859517196843758,0.08718358087666164,1,2006,4,0,9,2,0.39090017818575684,36521,Real
0.03822211940721995,0.9268257158138705,0.7650206160711011,1.2493225932208625,-6.582626613867351,20.494568521998758,0.51667739180073,0.36291747375824074,0.023843262464609355,1,2008,5,9,10,7,0.4812240190120112,49869,Real
0.19644250291157128,0.9155259119715289,0.5357419433460234,2.798840025061284,18.79487428933595,19.28231884922606,0.6519524878898273,0.11415755390514788,0.3506710589274353,1,2006,0,1,3,8,-0.7872661186976597,48497,Real
0.20479058537403427,0.7383344042392793,-0.2475249091256716,0.3386727130612637,18.9122662605737,19.217521843306855,1.0620250831166402,-0.4522512181258132,0.40378228598711996,1,2007,2,2,17,9,0.2997442799526285,49834,Real
0.3484351791193286,0.9838648808454031,0.39688842026261173,6.572354515733241,19.569540215347835,20.35968649972264,0.4642956691811041,1.1300752906796903,0.2674962641441872,1,2007,4,0,9,4,0.3633009878372346,73251,Real
0.48195881330284734,1.0811644673651417,1.987138710901757,6.722741594712615,43.165377029284265,18.37073660077998,0.8226415086085516,-0.36874571229171516,0.22157084838353125,2,2007,1,7,7,7,0.1882993527842171,66756,Real
0.8325241158078032,0.9315335233969966,1.5028570529637248,2.653191815791372,28.333104653778282,18.777798522619108,0.6617900579041744,0.0016228913987718363,0.32379475922066653,1,2007,0,6,16,4,0.2922456732797227,79730,Real
0.4810621282101475,0.8611842765407869,0.6447390509579357,11.365305909020158,26.062243406243184,19.650245788092196,0.5372805352975284,-0.6324098091649238,0.39614902960074644,1,2006,3,12,9,4,0.6809813624160934,54260,Real
0.7577281996481646,0.9519578354636026,1.172382771361609,4.71280687819606,49.95136954559166,21.496779793045143,0.5915469198425791,-0.016504903713843902,0.4131150991041652,1,2007,0,1,14,7,0.7674882461061935,53590,Real
0.6389042677666698,0.9194671245030037,0.672108066762378,1.45111351385557,27.200164768920708,19.477260438389585,0.8257933313896243,0.5446075985767519,0.15602159245428893,1,2007,9,0,16,6,0.3796423291965886,105263,Real
0.5725502042788548,0.9756518066636143,-0.995020125096424,-0.9377034963439068,18.25930816518779,20.437994009609152,0.5417839743629449,-0.35363335191862505,0.26190196850728636,2,2007,2,7,10,7,0.7675906904637211,49836,Real
0.5598311862655004,0.9519812356383294,-0.9637587867396774,-1.8739980399596612,24.66605017993205,20.30610139642075,0.7565373670216814,0.3321299754337741,0.25319933017275814,1,2006,2,0,14,4,0.38120428189971567,34106,Real
0.4521457260422969,0.7686316104068186,0.14550685264256433,0.6018230996148259,-3.1246722559074414,20.2485920319013,0.9879716663889525,-0.0030693507946403034,0.19552255319599537,1,2007,0,12,32,5,0.4871931538234933,52626,Real
0.5743950207825486,0.9925619362998206,0.9529932580941435,-2.3520511876893226,-8.517476644328072,18.739575298957554,0.8069092700820084,-0.47820742439146025,0.4325561738002014,1,2007,0,0,21,5,0.6669071925330106,58028,Real
0.4046604470066908,1.204603672464637,0.12349157117199248,-0.370251160556809,-8.308517082700742,21.192422897222748,1.1672012007383394,-0.00988074507087959,0.4836463165450392,1,2007,0,0,26,4,0.000857987018627715,50786,Real
0.013155432634551822,0.8533576626340025,-1.1468295782635543,-2.7823540351314358,24.860768843794865,19.572391525693764,0.9957954948392207,-0.5205027964647356,0.38982439925974716,1,2006,0,0,19,7,-0.056613375597277305,59122,Real
0.30066066423459814,1.099092303848837,-0.7549403812780056,2.9713384380478907,-1.2802271398057048,19.17472177922358,0.7828833511565911,-0.3576009873978078,0.43109038284699214,1,2007,0,1,14,6,0.4420266877715767,30723,Real
0.3721692156863041,1.0330950700062698,0.29298338000150137,0.3867807810745303,-12.50147737511084,21.735514118107474,1.0126094694700754,-0.4055689567180214,0.32286751110149986,2,2006,2,6,4,4,0.30146296364054365,37610,Real
0.21485220630521057,0.8982867486355881,0.34402520503735473,-1.7801933213470795,1.7917056811723011,19.687992905704178,0.8826763287067347,0.27483102822115274,0.48776598894979184,1,2007,2,0,0,5,1.1307302288490502,30702,Real
0.2757362367800414,0.8526400335196607,-0.09093317504960843,-5.452517477507989,-8.358197893124377,20.83602893947905,0.7187039453250718,0.6419088226701206,0.6393116683774287,1,2007,3,0,2,7,1.6973546356435778,10626,Real
0.16736907781371846,1.009220048964091,-0.22655864226575437,-2.702310576618754,-5.508118717686231,18.914223459012007,1.1234192329905666,-0.3156800794328736,0.5353149729793933,1,2007,9,0,4,6,0.916048769122557,25670,Real
-0.009065604333491323,1.0223815740882434,0.371696396200812,-2.2848615746410648,21.88420574086243,20.34896411208214,0.6772940489086721,0.37578455493005897,0.3756467394244212,1,2007,4,0,4,6,0.5007094205018267,26407,Real
-0.034393986317907854,0.8395862268615463,0.5173050505708954,-1.5549400820192565,1.6957576718996057,20.223946847795688,1.0910453511533917,0.024496137058250225,0.23300882967981923,1,2007,1,0,1,6,0.3272060414680267,44083,Real
-0.03244266867009446,1.08545759392911,0.3249150353394867,3.746488651474417,-17.182303072268823,19.458578007427004,0.8678049269121573,0.26364520533292113,0.4613497258534565,1,2007,4,7,0,7,0.8981207118241183,35241,Real
0.29101245699867334,0.9405679144718135,-0.44662421549084685,0.6975152018096065,-4.844730858042887,19.813352020721428,1.1636549110974768,-0.2259857032494631,0.4438006889479114,1,2007,4,0,11,7,0.9497142320399424,6983,Real
-0.10789442759009082,1.035512239172609,0.4882663735694695,-0.09098242040652621,-18.58082074432867,19.193245443802887,0.9379815099368083,0.6084801874126997,0.47123748696248463,1,2007,5,4,0,5,0.08588704528816665,47827,Real
0.15950715461508574,1.053097445996548,0.10366827070719536,2.2621884386707665,3.4703500283721365,20.582648975983044,0.9156466812329058,0.051673403652129635,0.6106590265223957,1,2007,3,0,13,6,1.575054608462625,17224,Real
0.20927281058499436,1.0689042643075217,0.42913958346164516,6.24546697188297,40.37959050018199,19.726398218652225,0.8040610983708614,0.09369153471095701,0.596640379924496,0,2007,6,12,9,8,0.7889868798455377,64979,Real
0.34446776487171926,0.8777464697249433,0.5837296915285233,6.309565599466179,19.00583270709098,18.61881569289074,0.6540150339814738,0.47210446999408806,0.5493725800556718,0,2007,5,0,10,7,0.7520895681389087,57230,Real
0.11365165774788782,1.1732650122258457,0.9992202588285656,6.983520609689718,65.51641121368601,19.94881785512175,0.7865176650963842,0.33224477735091884,0.7274583520388094,1,2007,1,10,14,4,0.21689675205601083,53051,Real
0.4450544754421456,0.8845901582697445,1.294797200151225,5.085338737678247,-4.377360745444502,19.42798611999592,0.5884521182690705,0.2845437678403393,0.6471646419997183,1,2007,6,0,9,6,1.389295242122293,45461,Real
0.2634755970710765,1.0687715895096304,0.02407389007879923,6.653924967322615,23.8851485529981,19.33320526748857,0.5140133995325117,0.13809075648496338,0.5689037245699197,1,2007,10,3,15,8,0.08094934370554924,68455,Real
0.6161742351797437,0.933333656770833,0.4743159274419397,-2.3494553554894635,30.505554211109025,17.872786168147243,0.5069245871285896,0.9957126081967738,0.5338109473700915,1,2007,0,0,17,5,0.699386756972226,42275,Real
0.2946754995113532,0.9882352792676816,0.2164553764050863,4.427407442812511,20.19773416676048,20.265305391349987,0.566108181050056,0.9950736094115694,0.5081292107806228,1,2007,2,5,21,7,0.35796248219165616,40362,Real
0.37181878137249025,0.9706317672986657,0.63891839536833,0.19097677235079447,17.921234969230664,18.83553515374163,0.7859055408664785,1.1232772590164897,0.4940392396361266,1,2007,7,4,17,8,0.6733000166677705,50024,Real
0.32208443145625887,1.0295688054323775,-0.38658394221348424,-1.5864062019135077,-0.382246343662465,18.934939396314668,0.6019478171827468,0.6749599249274487,0.27532363184929787,1,2008,4,1,17,5,0.6613019530959027,47998,Real
0.3573411733981848,1.0908223020739085,-0.15496689155338797,0.92487594719656,16.834456683668584,18.734698783457315,0.5985665078351297,0.02637814632564539,0.4739621710548043,1,2006,1,2,16,5,1.0453394992737113,27758,Real
0.26265185597572693,0.928835159135527,0.3790741424553717,1.4523059829532168,-16.519643564041363,19.355619047517635,0.8241799861117817,0.04019291027605913,0.6403866623831002,1,2007,3,5,24,4,0.9339805630982971,53869,Real
0.1946029370201306,0.9058421406102701,0.01854120720614032,6.12389957045725,-3.1964144999506585,19.423011924097448,0.7908085000660025,0.368736470703091,0.28900834154995897,1,2007,0,8,20,9,0.12149035781423384,52339,Real
0.30752187288652605,0.7843709410541189,0.7178121443697422,0.5084671047777395,-14.970558953403685,18.775033721575042,0.8180816874887733,-0.08807585680990265,0.2555481850139782,1,2006,2,1,26,8,0.4975326217648409,31486,Real
0.2612640802721787,1.0043899982372801,-0.07030525241729772,-1.1101697305467906,-6.6498183581152155,19.62990803027288,0.9943624540560694,-0.22998558868869898,0.507843807844149,1,2008,6,2,16,6,0.4206739117382914,32025,Real
0.08073640222328501,0.9662182456784465,0.8816146614097727,-0.1199598821502855,-3.4537401580417275,18.796820338265892,0.8001555876178535,0.44005155614201563,0.4505762999256894,0,2007,4,4,0,5,0.6082727170352722,27158,Real
0.25543172998704294,0.9972664849713786,0.9657541029924795,1.3353330490821953,8.309313303087542,18.441479455242224,0.9685667580447853,0.4598130391025211,0.2859171346487613,0,2007,5,6,1,0,0.414763337095988,52055,Real
0.43195215738361425,0.9797008975158499,0.2144577577918705,-5.906440042176054,-13.613324246587187,18.32989857009625,1.1393655658131046,0.6964539381559114,0.16681222243319171,0,2007,0,0,6,2,0.43162178126410977,28605,Real
0.36072146179793585,1.0687797332565467,0.1958377114243702,0.7070620479611229,-3.7392458150564236,18.986551163293626,0.9355529354027246,-0.47145916810779276,0.5444639472783461,0,2007,5,0,0,1,0.13689906318717676,28591,Real
0.39392758679177586,0.9393723088788586,0.26173765157401274,2.2010860610296294,0.28110563170404246,16.77100431931942,0.9296408668087432,0.1444543528122858,0.4054623520162657,0,2007,3,16,10,0,0.5713892298282248,28941,Real
0.28243152955250905,1.0212108186269262,0.3823319773381155,-0.5795231965583827,1.9367349204473192,18.84487204135752,0.715330405274556,-0.42016568961520445,0.3002439845967296,0,2006,5,0,16,5,0.6914392811239654,39510,Real
0.11996868929534177,0.979878900851469,0.05792285662604768,-0.4997982991203078,-14.928208875731094,18.84884471973201,1.1069430504629911,-0.10769299687294925,0.2942744739046151,0,2007,5,6,10,2,0.9767344190257822,25270,Real
0.13851670326201804,0.88733790124953,0.5472071355035467,-3.4883509396052315,4.239772927773228,18.618977053681608,0.8125460625710539,0.570687444670645,0.29694176049121074,0,2007,0,4,7,3,1.1035336418056798,27416,Real
0.30412612494330266,0.9146884765868231,0.32073185096773865,-1.5960970991448389,23.528539628284342,19.4446630791538,0.9756613388829384,0.15314846356034778,0.4607355992610609,0,2007,5,4,13,5,0.5880999784480573,21621,Real
0.4597569455948218,1.0747050266468643,1.0043777449875022,-0.02447102511556798,33.29786474174746,19.97236262718593,1.0216786662864132,0.023232574004375558,0.2863437941381427,0,2007,7,0,0,0,0.30680340706747977,37242,Real
0.79430127660787,1.0516055071287675,0.03060584170770908,4.96831462885616,23.05956900481126,20.012312515308963,1.014378225573239,-0.2462330151901528,0.419736930633349,1,2007,6,3,0,1,0.28257540284109756,36384,Real
0.6584022414336334,1.0296236625519168,1.1098184634163062,7.1286876009812,39.78414660916083,19.486141150544984,0.3338798643183583,0.30390302070587205,0.5868684323094893,0,2007,10,8,7,2,1.510658989091346,51845,Real
0.4714556618057154,0.9257045180742753,1.5896580446765478,9.042162408611187,31.52977894722088,19.258400319409635,0.6158622112828872,-0.17625256536715345,0.4422480672321965,0,2008,9,0,16,2,1.069939342856209,54084,Real
0.466260288365359,0.695436634055102,0.6469944537666579,6.867405406989214,49.527379281278,20.387259930479562,0.8175989578924651,0.5552391073955949,0.547260086192839,0,2007,4,0,14,0,0.2643883417209103,17550,Real
0.8485207057950795,0.7294992790574321,1.2773945599591008,1.0964727316471583,42.51056235210588,20.252860605319373,0.6293849663994572,-0.08987506114186435,0.5327208806156399,0,2007,5,0,8,5,0.062487028618286033,51982,Real
0.4830165804125541,0.8453889892926956,1.1302333170125738,7.930537082278759,14.114748111167426,18.821339136519853,0.4894839890640824,0.20891046689297277,0.8028481006386123,0,2007,7,0,11,4,0.29925659813946237,45571,Real
0.5214162732106855,0.7170272154495851,1.2988783304027316,-0.3047575154366129,19.623147345034514,20.08183094923519,0.5188038449848389,0.33658990623713203,0.44145458779011415,0,2007,7,0,18,2,0.7005221869640599,38972,Real
0.30932946559952473,0.9788384438514576,0.004309896947215841,0.7849743137445702,2.9679488507603864,18.89583168289315,0.5959784713953992,-0.9444902071187131,0.6040221213227873,0,2007,2,0,5,1,1.7719315529316304,55870,Real
0.6153091678995921,0.7808543435033559,0.11806742049938454,-1.9684961973009438,1.6122482273341179,19.68689271895187,0.9917256091081559,-0.42313938190939165,0.4399196126519709,0,2007,3,0,6,1,1.1623247989356145,45538,Real
0.39488881042258867,0.8746219451684472,-0.26023573983419984,-0.46270802350707085,-15.48445672822986,18.975650213954918,0.5338433523691731,0.18244063700749807,0.4150204452754308,0,2007,2,0,24,1,0.5841001763697838,28742,Real
0.20796086641870687,1.1153456094699126,-0.06593170651777314,1.6043305767970848,-1.594841161558127,19.871848619649214,0.7999003719810881,0.006381457510504939,0.3647146347628947,0,2007,1,0,23,2,1.0295075971805572,46003,Real
0.11151253777129888,1.0857105286954312,0.7582340201922295,0.6246268819389392,-2.0720632740608522,18.85532606247253,0.9329171536530524,0.18975869339237636,0.4656313209843608,0,2007,4,0,22,3,0.9290340005483912,42476,Real
0.30226642309715335,1.0175514067622389,-0.013675280596582155,-2.0076789773879704,-1.7009991933625899,19.38717559553407,0.8247238325555096,0.6915083093370422,0.5384019554853587,0,2007,4,3,12,2,0.724436268448804,41953,Real
0.2637063006083963,1.005080905615798,-0.3320650747222529,1.65158125676052,3.408219833809795,19.41670734685719,1.1247317971890558,-0.21821022331472228,0.5345622447967272,0,2008,7,22,28,5,0.15564089776408985,30500,Real
0.379226961732292,0.9077404111373583,-0.08555420316258235,4.567745192492179,-20.71492046525546,18.675605335988465,0.7941993826517102,-0.1309647862502794,0.41301895980404496,1,2007,4,0,0,7,0.7330733837706536,25935,Real
0.27311391785653893,1.0588721147570337,-0.242961290228573,0.1526046276533059,10.48614197374591,19.57551357919172,0.9827620368840235,-0.4825902181769167,0.46621635266533856,2,2007,8,0,0,5,1.217983478891661,22218,Real
0.15414117582676687,1.004243227322431,-0.20665238973963468,-1.5329986649333016,11.279225694167542,20.199068611688432,0.8778597619665884,0.13976127567295973,0.6358794913391721,1,2007,4,1,1,2,0.675260232151742,7942,Real
0.11318774323865896,0.9695649614740528,-0.25230870504611586,2.159714929297306,18.884595751641232,19.339323057524634,0.795631689441342,-0.31807674049072965,0.40468988691978197,1,2007,8,4,0,4,0.6018048390003408,36780,Real
0.1694683240351914,1.0469044755942913,-0.234080251283674,-2.3750200004134885,-1.3017331254857032,19.35427226568115,0.8314033017958843,-0.35265740532560186,0.48338014975186483,1,2007,7,4,0,2,0.4650210100576508,24411,Real
0.11217912340245574,1.048688635591229,-0.5556543995528315,-0.13758396616205187,3.4957594454099787,20.064441345777464,1.012934903291503,0.41827693324062526,0.5759321321076496,1,2007,0,2,2,7,0.7757807881586833,34920,Real
0.10952348025111446,0.8863144338496278,0.032412042695072724,-1.186013108151162,14.050303147959436,18.411913415925763,0.9427865382057231,0.4343475920034116,0.5012131195668125,0,2006,5,0,1,6,1.5065706715842924,37189,Real
0.13102297772578453,1.0709842524744253,-0.44858204984353334,4.133090828399469,-7.967201808472341,19.56305147075045,0.7402243485470341,0.4209748156801607,0.4590180113586046,1,2007,7,1,13,3,1.1066167272847265,23101,Real
0.061266127888931154,0.9677790001843182,0.6304595925388611,0.5773960970534365,16.972185194949112,19.68969915792006,1.0895089323973386,-0.46857852084563756,0.43940148632957965,2,2007,6,4,12,4,0.5520259086333255,38239,Real
0.41399993427267545,0.9812126830902274,0.25735051144343185,0.601962597382085,12.176392110805951,20.024856036667973,0.7697101658785976,0.7757890906443915,0.6020469473766971,1,2007,3,5,18,3,0.4341121778090118,53861,Real
0.3958323129813265,0.8047241820358341,1.0461763524391374,3.468808325179287,40.53207038501107,19.97814443430531,0.41024282135678625,0.2542679079914274,0.6454092739611559,1,2008,1,7,11,2,0.5637593928386345,59691,Real
0.3910146592650571,0.7705880521886279,1.4505735932746755,0.49145321541894216,47.36499260138947,19.619793322475395,0.3625366204971836,-0.08303511429156735,0.7807829344333929,1,2008,0,0,17,6,1.3224509810312188,65516,Real
0.5915103700630254,0.7165404563568675,0.5329722390538189,6.28316530101448,30.97060461329985,19.652160208145126,0.41264609201084657,0.30570659453277343,0.7018781148728968,1,2007,4,5,16,3,0.6624118731627002,48336,Real
0.7428877866013753,1.0862790498528985,1.4697161616698629,8.893041264223344,54.41008141192455,20.40024193842711,0.8008302765247075,-0.3018073622171316,0.6687373794865636,1,2007,2,0,1,2,0.505651343079935,65596,Real
0.6552371027791078,1.0603418483310758,2.2549865108706904,6.512912809007674,39.67778944829801,20.97214727202859,0.43655276601162574,0.561778826160095,0.6912326056445253,1,2008,4,0,13,2,0.28858383673182353,60262,Real
0.7049522125643023,0.6514062536974725,0.6933227864978089,3.315236922791989,35.73648942019955,20.08386082107658,0.5109553045109448,0.38737302712762867,0.6629989584219529,1,2008,5,0,12,1,0.7622277022282646,77859,Real
0.7747756575833746,0.6869676787835799,1.6494372636866612,4.782093179203465,37.644079414193214,20.72322743866735,0.5420148079320523,0.2525535457249263,0.6064697585420028,1,2008,3,0,10,4,0.7859838746902226,61957,Real
0.8343895372987364,0.8036602124359943,0.4373454059034112,0.8774668387245677,27.655649159757473,20.79127115678257,0.4689665963981833,0.5730393909898132,0.5215212212775158,0,2007,10,12,24,5,0.24748710615579955,36694,Real
0.6206133295242988,0.9818472398692889,0.2612453382788289,4.932743877658297,8.985077252920362,20.811492868990243,0.536332160471612,0.7452509859293577,0.3469039063174021,1,2007,0,0,13,6,0.2342735157658839,61536,Real
0.29335026952475307,0.97438481653263,0.11207100714475113,-1.6688487405640973,0.17313064755348426,19.65389868580673,0.6696975308356907,0.29338678166038745,0.32886847137149755,1,2008,5,15,18,4,0.22483011777025097,44093,Real
0.3463809398712064,1.1685327428248642,0.4897694739459331,-0.03303525240885051,9.472552655984114,19.89315558029914,0.8893457740159757,0.7698273777331306,0.4117553362826143,1,2006,1,0,17,2,1.0475135211076325,66206,Real
0.23858651141947043,0.9628581900787088,0.5156988744700388,-0.546021759604163,-4.371758740550583,19.060219320362986,0.8232995897652224,0.1792597214850783,0.7334171184299242,1,2008,6,0,20,4,0.36095012508582314,32260,Real
0.5703199214541724,0.9136022506652193,-0.008703219638490576,-1.25023418797336,12.02774412663358,19.481137001152813,0.8525206589301425,-0.05096138215906321,0.35057692653212774,1,2007,5,0,20,6,0.5370547469138233,38758,Real
0.6129192198941477,0.9784919965384197,-0.20148046231337602,1.993899009052368,-8.29442058893799,18.995536677467502,1.0109474599353188,0.5289190406815805,0.601240342261939,2,2008,5,1,21,2,-0.03539026504684284,27475,Real
0.41687823508356886,0.9454762999434905,-0.6671031056584937,-0.011016654488782737,-2.9235963507609006,19.491061533899874,1.0910375133461556,-0.028419034220368206,0.4662993624310915,0,2007,9,5,6,0,1.200023660073431,25595,Real
0.447396359482109,0.9600713347442683,0.381001889957156,0.39384772453471073,-12.480648459417933,18.18812184127696,0.7400364672810568,-0.13059733764286902,0.582964481525695,1,2007,5,12,5,0,0.31548171613578224,25290,Real
0.29401760218306905,0.9734337939554863,0.030756110189059386,0.14546630031674088,-1.1295151630149054,18.799164913063088,0.745829420843774,0.4540099791144217,0.5406521006847065,1,2007,6,0,4,0,0.4803146634352956,36418,Real
0.3108951622163927,1.1739442196237417,-0.395067663398463,2.125798356049406,20.366231064634807,18.891442781424143,0.7390715296393993,0.14532356667213628,0.5268925141352617,0,2007,7,5,4,0,0.5974853057578366,41307,Real
0.023009865797511686,0.971382899462647,-0.271771515948537,3.8691451039247378,20.467231612011943,19.319525936537605,0.6871948184843792,-0.15474634877075638,0.4931534610732462,2,2007,5,2,4,0,0.9717608495628929,23327,Real
0.24638510217877946,0.8501331916036811,-0.032013554345528855,-1.8849866611661013,21.874836058624616,18.07167423263213,1.0086144119878844,0.1737845707137058,0.18617308865717785,1,2007,1,0,0,0,1.612683697090385,13921,Real
0.12803227799015346,0.9237166620884728,-0.4595174255673267,-0.2933577345904646,-8.611188966612168,19.00341885441851,0.8237844497338387,-0.15599026957377393,0.591692064484013,1,2008,3,3,15,0,0.3848938250473445,9774,Real
0.2984767361028354,0.7043202262684207,0.10919451837723934,1.5507944665043185,45.815218418359514,19.161874411627505,0.6649593923824462,-0.3276025835913094,0.4872699656228279,1,2007,11,2,13,0,-0.13723181590336808,40626,Real
0.37709748373257357,1.0073841394175238,-0.37432184403096497,2.864392964499691,36.35769580507132,19.61231297695535,0.679495531129671,0.13625010857580208,0.7731536876836421,1,2007,6,5,4,0,0.6081419053985742,75134,Real
0.735582079792586,0.686329527218685,0.5959944503567607,6.717016399622992,47.34460835363572,19.68340851009652,0.5841626268982981,-0.01983597945247194,0.6628459983572186,1,2007,4,0,19,0,0.7294652664999245,70552,Real
0.7131498345201169,0.5402019346394408,0.9352319379782683,6.208923648291595,49.048496661818845,20.018353729740195,0.6031599654368479,-0.06491242865742769,0.3216329093265258,1,2006,0,5,14,0,-0.10595273671158212,59646,Real
0.7490829444389187,0.5507217709511459,1.7747464421607124,8.284724740814493,29.912362112749644,20.170247351363688,0.5429213475292426,-0.011026654342850738,0.4718834943381396,1,2008,10,2,20,0,0.34045315364358164,81599,Real
0.6682303811395902,0.6895834344343585,0.915741282501336,9.143237870310392,35.20285641415898,18.962492160793825,0.27975029228805026,-0.08536721813952394,0.3544836762699911,1,2007,5,9,14,0,0.7058559838114353,43894,Real
0.9531028326700646,0.7437173768401556,0.7372304327200988,4.259823688541075,30.36797328602077,19.870287833414,0.4372861275992463,-0.2935224842466848,0.4092681639021368,1,2007,2,0,14,0,0.4088823798710596,61767,Real
0.7029765775583532,0.6469182204089868,1.6343617774692918,3.3912789892823096,24.721497679484923,18.680258974364545,0.36883497605403714,-0.4332063627216857,0.6107829500829771,1,2007,9,0,10,0,0.41303435410943506,89845,Real
